Article,Articles référencés
9908050,"['9301046', '9412229', '9502053', '9604044', '9604080', '9612049', '9805008', '9808153']"
9908051,"['9202052', '9302026', '9304016', '9304067', '9306050', '9309150', '9406208', '9407020', '9407070', '9502008', '9502110', '9505027', '9505070', '9509114', '9511151', '9603013', '9605018', '9609205', '9705123', '9706080', '9711122', '9711133', '9801024', '9802084', '9803017', '9804150', '9804185', '9905018']"
9908052,"['9505175', '9603053', '9611072', '9812180']"
9908053,"['9203080', '9203081', '9206026', '9610043', '9611159', '9704051', '9804011', '9806054', '9806112', '9908180']"
9908054,"['9407087', '9408099', '9505150', '9701069', '9703147', '9704214', '9706078', '9706079', '9710142', '9803176', '9806009', '9808162', '9810239', '9811172']"
9908055,"['9509136', '9607156', '9705158', '9804047', '9804094', '9806221', '9807025', '9810029']"
9908056,"['9711162', '9711165', '9804120', '9810179', '9901080', '9903107', '9903187', '9907166', '9908142']"
9908057,"['9409134', '9504134', '9504158', '9609142', '9712036']"
9908058,"['9708104', '9708155']"
9908059,"['9306092', '9401105', '9507136', '9509110', '9612194', '9705052', '9705124', '9707199', '9709035', '9710227', '9806047', '9902115', '9904032']"
9908060,"['9603167', '9604091', '9606112', '9608116', '9612148', '9701137', '9706186', '9707068', '9711200', '9712186', '9712257', '9801110', '9802088', '9802109', '9802150', '9803096', '9805006', '9805019', '9806155', '9807076', '9807213', '9808056', '9808080', '9808095', '9808141', '9809111', '9810129', '9811237', '9812031', '9901014', '9904092', '9904207', '9905080', '9908023']"
9908061,"['9409089', '9806039', '9812043', '9902088', '9902126', '9902173', '9904120', '9907012']"
9908062,['9803056']
9908063,"['9410073', '9410122', '9506144', '9510086', '9510135', '9602022', '9604139', '9611050', '9708162', '9807111', '9811133', '9903231']"
9908064,"['0208020', '9210127', '9311183', '9503207', '9506014', '9510017', '9601036', '9601038', '9603003', '9603097', '9604097', '9605028', '9605184', '9606169', '9607229', '9703157', '9711059', '9711201', '9712028', '9803141', '9806129', '9807011', '9812118', '9812158', '9903145', '9904071', '9904092', '9906039', '9907112', '9907184', '9907203', '9908023']"
9908065,"['9407087', '9512081', '9602135', '9605150', '9605199', '9611222', '9612062', '9802042', '9802109', '9802150', '9803131', '9803135', '9803263', '9805096', '9805156', '9806159', '9808177', '9809032', '9809033', '9809035', '9809106', '9810008', '9810069', '9810200', '9811192', '9811208', '9812121', '9901057', '9901143', '9902121', '9902190', '9902195', '9903023', '9903033', '9904010', '9904179', '9905048', '9905111', '9906048', '9906054', '9906216', '9907003', '9907188', '9908001', '9908010']"
9908066,"['9308075', '9511080', '9802150', '9804083', '9806087', '9810008', '9902121', '9903033', '9904010', '9904179', '9905048', '9905111', '9906054']"
9908067,"['9208074', '9503124', '9510234', '9602022', '9605053', '9610162', '9701147', '9708049', '9709222', '9904115']"
9908068,"['9505161', '9605008', '9607226', '9704168', '9705145', '9712194', '9802158']"
9908069,"['9812228', '9905084']"
9908070,"['0003058', '9409089', '9806039', '9905177', '9906022', '9907115']"
9908071,"['9510017', '9510161', '9511173', '9611050', '9701190', '9705111', '9705130', '9710121', '9801110', '9801135', '9802088', '9805091', '9812200']"
9908072,"['0208020', '9210127', '9511194', '9601038', '9604129', '9604178', '9605049', '9605184', '9606165', '9606169', '9607019', '9607041', '9704059', '9705030', '9705163', '9708040', '9803141', '9804026', '9806143', '9807011', '9807076', '9807138', '9807213', '9808056', '9808095', '9808139', '9808161', '9810155', '9810214', '9812118', '9812158', '9904069', '9904071', '9904092', '9904207', '9905006', '9905159', '9908023']"
9908073,"['9301067', '9305163', '9412167', '9602085', '9604045', '9612084']"
9908074,"['9402044', '9403195', '9407087', '9408099']"
9908075,"['9506170', '9510222', '9611230', '9702014', '9703110', '9704043', '9704170', '9705074', '9705084', '9705130', '9712187', '9802067', '9806011', '9808111', '9902033', '9903005', '9904118', '9904181', '9908006']"
9908076,"['9711200', '9905111', '9905210', '9905221', '9906064', '9906182']"
9908077,"['9201059', '9508143', '9510135', '9611230', '9711200', '9802042', '9802109', '9803002', '9803077', '9803131', '9803137', '9805129', '9812012', '9905111']"
9908078,"['9812197', '9907168']"
9908079,"['9606155', '9705168', '9710006']"
9908081,"['9305186', '9612250', '9707248', '9807069', '9809141']"
9908082,"['9304135', '9411149', '9603167', '9608047', '9610076', '9610140', '9611230', '9702180', '9711200', '9802183', '9803015', '9803232', '9805096', '9805139', '9806238', '9807080', '9811230', '9903215', '9903242']"
9908083,"['9402047', '9601169', '9605001', '9703213', '9712251', '9902115', '9905057', '9907119']"
9908084,"['9510074', '9512041', '9603004', '9605032', '9703082', '9904213']"
9908085,"['9402044', '9407087', '9408099', '9411149', '9503186', '9505006', '9506102', '9507013', '9508002', '9509066', '9510129', '9510183', '9603206', '9604004', '9606191', '9702094', '9703072', '9703197', '9707017', '9801146', '9801157', '9803146', '9804068', '9808178', '9810155']"
9908086,"['9609112', '9612148', '9702180', '9712004', '9802150', '9810149']"
9908087,['9711167']
9908088,"['9308124', '9312143', '9503124', '9504081', '9508091', '9510227', '9602022', '9605053', '9605150', '9606122', '9607057', '9609122', '9609167', '9612188', '9701165', '9703194', '9707224', '9709159', '9804092', '9808061', '9810201', '9904211', '9906070']"
9908089,"['9204099', '9208074', '9505032', '9511162', '9711200', '9802109', '9802150', '9804085', '9804166', '9806104']"
9908090,"['9612128', '9706139', '9707016', '9811084', '9905196', '9905217', '9907066']"
9908091,"['9710230', '9810188', '9901042', '9903123', '9904207', '9905006']"
9908092,"['9204099', '9404071', '9610172', '9612051', '9708099', '9804085', '9804095', '9805050', '9806104', '9809057', '9811035', '9811156', '9811208', '9812089', '9901101', '9902074', '9902110', '9903128', '9903186', '9905180', '9906055', '9906081', '9906101', '9906196', '9907024', '9907201']"
9908093,"['9409089', '9806039', '9811051', '9812043', '9902088', '9902126', '9902173', '9904120', '9905177', '9906022', '9907062']"
9908094,"['9511080', '9601150', '9602022', '9602064', '9604041', '9605150', '9606044', '9608186', '9611159', '9701186', '9702133', '9703124', '9704120', '9704131', '9705160', '9705162', '9706117', '9707217', '9709013', '9711043', '9712004', '9712047', '9712075', '9712084', '9712115', '9801205', '9802199', '9804208', '9806069', '9806120', '9806140', '9806169', '9809039', '9811021', '9812210', '9812224', '9812225', '9901028', '9901055']"
9908095,"['9205008', '9402032', '9506052', '9601085', '9601097', '9602167', '9605054', '9605182', '9605229', '9704153', '9803164']"
9908096,"['9408074', '9408099', '9704098', '9705046', '9706029', '9708119', '9711032', '9711107', '9712028', '9803117', '9803265', '9805080', '9805183', '9901154', '9902186', '9904182', '9909028']"
9908097,"['9402032', '9406021', '9506052', '9601085', '9601097', '9602167', '9605054', '9605182', '9605229', '9803164']"
9908098,"['9303068', '9405029', '9702086']"
9908099,"['9506121', '9601064', '9601073', '9709166', '9710075', '9712253']"
9908100,"['9309110', '9501131', '9510209', '9601036', '9602070', '9603142', '9603161', '9605136', '9608019', '9701162', '9707143', '9710208', '9801030', '9803235', '9805181', '9806051', '9807124', '9808101', '9811168', '9901009', '9901017', '9908013']"
9908101,"['9608070', '9707122', '9707253', '9710101', '9806193', '9810062', '9811015']"
9908102,"['9203033', '9211021', '9303057', '9406216', '9501068', '9503124', '9508042', '9511203', '9604090', '9608173', '9609087', '9610107', '9610238', '9611137', '9611204', '9612224', '9707182', '9709030', '9711027', '9802051', '9804096', '9805181', '9806022', '9807051', '9807100', '9809195', '9810159', '9812052', '9906006']"
9908103,"['9504097', '9509158', '9711088']"
9908104,"['9510209', '9602070', '9603142', '9611050', '9905210', '9906064', '9906182', '9906204', '9907209', '9908076']"
9908105,"['9406217', '9503124', '9506035', '9510017', '9510173', '9511043', '9512006', '9602064', '9607060', '9608177', '9610148', '9610249', '9611159', '9611173', '9612080', '9701125', '9702076', '9703217', '9707061', '9708147', '9709027', '9709087', '9709099', '9709122', '9710181', '9710219', '9711097', '9711200', '9711205', '9712073', '9712077', '9712103', '9801121', '9801127', '9801206', '9802150', '9804010', '9804180', '9805018', '9805054', '9805082', '9806028', '9806095', '9807197', '9809121', '9809153', '9809190', '9810152', '9811130', '9811232', '9812094', '9901073', '9905111', '9905174', '9905218', '9906151', '9906239', '9906244', '9907214']"
9908106,"['9510135', '9512062', '9603024', '9610043', '9612115', '9612221', '9703073', '9704037', '9706156', '9707190', '9709042', '9710041', '9710064', '9711162', '9711165', '9801147', '9802018', '9802068', '9810219', '9901146', '9902051', '9903205', '9903254', '9905092', '9907183', '9907211']"
9908107,"['9610234', '9806016', '9905163']"
9908108,"['9403155', '9412184', '9611203', '9703069', '9906045']"
9908109,"['9602135', '9711200', '9802109', '9802150', '9803131', '9810225', '9810227', '9811056', '9811120', '9901149', '9902121', '9902170', '9902195', '9903132', '9903214', '9904197', '9907003', '9908022']"
9908110,"['9201007', '9206004', '9606017', '9607207', '9611063', '9611201', '9611230', '9705117', '9711200', '9802109', '9802150', '9805171', '9807200', '9808014', '9808111', '9810126', '9810201', '9810206', '9903085', '9904017', '9905104']"
9908111,"['9706070', '9708104', '9808047', '9901138', '9904055']"
9908112,"['9310044', '9403188', '9702134', '9711092', '9811066']"
9908113,"['9705128', '9706187', '9711200', '9802109', '9802150', '9803001', '9803002', '9904191', '9905111']"
9908114,"['9707044', '9711200', '9802109', '9802150', '9805028', '9805171', '9805217', '9806095', '9806140', '9807206', '9808020', '9808038', '9808088', '9811106', '9901030', '9902046', '9902098', '9902180', '9904104', '9905032', '9905111', '9905112', '9906217', '9907200', '9908041']"
9908115,"['9207048', '9602016', '9612221', '9702046', '9703094', '9707190', '9710041', '9805125', '9806236', '9812189', '9812193', '9812242', '9901072', '9902204', '9903205', '9906176', '9907183', '9907211', '9908040']"
9908116,"['9510209', '9603142', '9604090', '9711200', '9802109', '9802150', '9803235', '9808117', '9811167', '9901056', '9906064', '9906182', '9906194', '9906201', '9906204', '9906224', '9907204']"
9908117,['9905054']
9908118,"['9212141', '9302090', '9407087', '9408099', '9601007', '9601033', '9907104']"
9908119,"['9602083', '9810089']"
9908120,"['9506170', '9611230', '9701162', '9702180', '9705199', '9706082', '9706109', '9707258', '9711162', '9711165', '9712086', '9712187', '9801017', '9801020', '9808111', '9902033', '9903005', '9904118', '9904181', '9908006', '9908075']"
9908121,"['9509080', '9510169', '9701137', '9704101', '9707148', '9707160', '9803194', '9805019', '9805170', '9806155', '9807213', '9808141', '9809111', '9811035', '9812031', '9901014', '9901101', '9902105', '9903123', '9904207', '9905006', '9906055', '9906090', '9907038', '9907094', '9908091']"
9908122,"['9504004', '9504034', '9812068', '9901150']"
9908123,"['9511104', '9604063', '9702204', '9812245']"
9908124,"['9401153', '9402015', '9407056', '9605231', '9712188', '9804136', '9806097', '9812080', '9812187', '9904081', '9908161']"
9908125,"['9410052', '9511030', '9512081', '9604198', '9605150', '9605199', '9608096', '9701093', '9707126', '9709058', '9710102', '9711200', '9801128', '9802109', '9802150', '9804058', '9804170', '9804176', '9805096', '9805112', '9806159', '9807033', '9810188', '9811013', '9901128', '9901134', '9904179', '9905173', '9905209', '9908035']"
9908126,"['9503124', '9507012', '9510161', '9603167', '9604091', '9612126', '9701137', '9707148', '9707160', '9712230', '9803048', '9803194', '9805019', '9806155', '9807076', '9807213', '9808141', '9809111', '9810188', '9812031', '9901014', '9901042', '9902160', '9904207', '9905006', '9906055', '9906109', '9906234', '9908060']"
9908127,"['9303153', '9312001', '9709053', '9810176', '9812034', '9902157']"
9908128,"['9811198', '9812013', '9901147', '9902056', '9906018']"
9908129,"['9407087', '9507158', '9510017', '9608116', '9611008', '9702008', '9703051', '9703166', '9706082', '9706109', '9707251', '9708068', '9709014', '9710033', '9710034', '9711143', '9712040', '9803163', '9803216', '9803260', '9809147', '9810155', '9811024', '9811025', '9903019', '9905031', '9906064', '9907023', '9907209', '9908023', '9908116']"
9908130,"['9509080', '9601038', '9602030', '9603133', '9604129', '9604178', '9605049', '9605184', '9606139', '9606169', '9607019', '9607057', '9607229', '9608053', '9608167', '9701092', '9703041', '9704059', '9705163', '9706051', '9708040', '9710121', '9711201', '9712028', '9803141', '9804026', '9804092', '9805157', '9806008', '9806131', '9808139', '9810214', '9812158', '9904007', '9904069', '9904071', '9904211', '9905033', '9906234', '9907203', '9908017', '9908064']"
9908131,"['9810238', '9811117', '9812147', '9901100', '9905077', '9906189']"
9908132,"['9312172', '9512154', '9601160', '9801160']"
9908133,"['9505038', '9609181', '9610138', '9710119', '9805083', '9806106', '9901130']"
9908134,"['9504081', '9610043', '9611047', '9711162', '9711165', '9711200', '9712117', '9802042', '9802109', '9802150', '9805140', '9810072', '9810179', '9904142', '9907166', '9908056']"
9908135,"['9507158', '9510182', '9510225', '9511222', '9606040', '9606112', '9606139', '9608116', '9609017', '9802183', '9804131', '9807076', '9810254', '9812031', '9904207', '9906200', '9907013', '9907026']"
9908136,"['9203078', '9203080', '9203081', '9206101', '9207042', '9510106', '9806146', '9901027', '9905161']"
9908137,"['9209016', '9304102', '9304154', '9305185', '9308124', '9402032', '9404114', '9504027', '9507090', '9507160', '9508094', '9510097', '9512031', '9512129', '9603126', '9604055', '9607026', '9703059', '9703198', '9902032', '9902072', '9902107', '9903064']"
9908139,"['9303160', '9409111', '9502107', '9509166', '9510153', '9511134', '9512210', '9606102', '9609238', '9610168', '9611040', '9703028', '9711163', '9808124', '9902055', '9907141']"
9908140,"['9711200', '9802109', '9802150', '9805171', '9808016', '9905104', '9905111', '9905179', '9906035', '9907129']"
9908141,"['9510017', '9603053', '9610043', '9611042', '9612115', '9703038', '9705120', '9705128', '9711162', '9711200', '9802068', '9802085', '9802109', '9802150', '9804163', '9807033', '9810004', '9903217', '9908038']"
9908142,"['9207011', '9305139', '9309028', '9403050', '9511030', '9512077', '9603167', '9608024', '9608177', '9610043', '9611065', '9611233', '9702008', '9702111', '9702136', '9704037', '9704089', '9705221', '9707190', '9709042', '9709220', '9710009', '9710153', '9710230', '9710231', '9711162', '9711165', '9712072', '9712117', '9712201', '9712206', '9801170', '9802052', '9802068', '9802069', '9803031', '9803044', '9803067', '9803166', '9804001', '9804120', '9805034', '9805170', '9806099', '9807198', '9810072', '9810099', '9810116', '9810147', '9810185', '9810188', '9810219', '9811159', '9811213', '9812172', '9812180', '9812219', '9901077', '9902004', '9903077', '9903107', '9903187', '9903205', '9903239', '9904064', '9904132', '9906161', '9906192', '9907008', '9907166', '9908019', '9908052', '9908056', '9908105', '9908134']"
9908143,"['9408099', '9604034', '9703166', '9706082', '9706109', '9706110', '9706127', '9709053', '9801108', '9806144']"
9908144,"['9401139', '9503124', '9510017', '9510135', '9510169', '9511030', '9601038', '9602022', '9604178', '9604198', '9610148', '9610249', '9611050', '9611159', '9611173', '9612080', '9708147', '9709027', '9710230', '9711098', '9711200', '9712028', '9712086', '9803194', '9805019', '9805170', '9806155', '9808141', '9809111', '9810188', '9812135', '9901042', '9902160', '9903123', '9904207', '9905006', '9905080', '9905195', '9907061', '9908091', '9908126']"
9908146,"['9310151', '9601150', '9602022', '9604041', '9605028', '9605150', '9611050', '9611230', '9703166', '9706109', '9707133', '9708134', '9802067', '9802183', '9803076', '9803086', '9803232', '9803249', '9806199', '9809124', '9810155', '9811141', '9812093', '9906039']"
9908147,"['9202046', '9502077', '9510209', '9601036', '9602070', '9603142', '9605136', '9606189', '9607050', '9608019', '9609209', '9702110', '9704177', '9705037', '9707143', '9707208', '9707223', '9709214', '9711197', '9712214', '9801030', '9803235', '9805181', '9806051', '9807124', '9808101', '9901009', '9901017', '9904054', '9905139', '9906148', '9906246']"
9908148,"['9306091', '9409089', '9602135', '9604089', '9701125', '9702076', '9703040', '9704145', '9711200', '9802109', '9802150', '9803001', '9803002', '9803131', '9803135', '9803263', '9804170', '9805114', '9805156', '9806021', '9806125', '9806128', '9807033', '9807109', '9809106', '9811156', '9811224', '9901018', '9902022', '9902131', '9903007', '9905111']"
9908149,"['9406048', '9412055', '9506061', '9508086', '9608070', '9608071', '9609195', '9701022', '9702007', '9703089', '9703187', '9705101', '9707073', '9707083', '9707168', '9710101', '9711159', '9801129', '9802149', '9806193', '9807121', '9810062', '9811015', '9811054', '9811174', '9811219', '9812059', '9812060', '9901011', '9901086', '9905204', '9906228', '9907192', '9908101']"
9908150,"['9204099', '9208018', '9812206', '9906226']"
9908151,"['9310025', '9411202', '9412228', '9605159', '9610067', '9612174', '9803222']"
9908152,"['9610043', '9711162', '9711165', '9903205', '9906192', '9908056', '9908142']"
9908153,"['9610043', '9611072', '9704080', '9709091', '9709220', '9710009', '9711200', '9712185', '9802042', '9802109', '9803131', '9805018', '9805069', '9806028', '9806108', '9808039', '9808188', '9809022', '9810146', '9901079', '9902200', '9903043', '9903165', '9907027']"
9908154,"['9412184', '9708147', '9709027', '9711097', '9711106', '9711205', '9807179', '9810092', '9810163', '9902197', '9903156', '9903207', '9905118']"
9908155,"['9509080', '9701137', '9702093', '9707148', '9707160', '9802183', '9803015', '9803076', '9804092', '9807076', '9807213', '9809057', '9810214', '9811035', '9812158', '9901101', '9902110', '9902196', '9903226', '9904069', '9904092', '9905042', '9906055', '9906057', '9906081', '9906101', '9906234', '9907038', '9907054', '9908130']"
9908156,"['9412165', '9509073', '9610136', '9703092', '9810256', '9811094', '9811235', '9812019']"
9908157,"['9204074', '9902204', '9903193', '9908105']"
9908158,"['9312007', '9405166', '9611142', '9712123', '9712244', '9906034']"
9908159,"['9403039', '9710227', '9906205']"
9908160,"['9711200', '9802109', '9802150', '9804058', '9806074', '9807098', '9811047', '9811120', '9811257', '9812067', '9902153', '9905020', '9905085', '9905104', '9905111', '9906030', '9906151', '9906188', '9907085', '9907088', '9907108']"
9908161,"['9401153', '9402015', '9407056', '9605231', '9712188', '9804136', '9806097', '9812080', '9812187', '9904081', '9908124']"
9908162,"['9607011', '9611230', '9705074', '9705084', '9711200', '9802109', '9802150', '9805112', '9806041', '9807080', '9807164', '9808014', '9808075', '9808182', '9810201', '9810244', '9811004', '9811010', '9811139', '9811230', '9812025', '9901091', '9903181', '9904036', '9904131', '9904198', '9905104', '9905134', '9905226', '9907216', '9907219', '9908110']"
9908163,"['9307049', '9507048', '9607060', '9608125', '9611075', '9703191', '9708042', '9711035', '9711200', '9712211', '9802109', '9802150', '9802203', '9803060', '9803171', '9804058', '9804160', '9805112', '9806042', '9807080', '9807090', '9807150', '9807164', '9808041', '9808075', '9810063', '9810126', '9810226', '9811047', '9812067', '9901144', '9903230', '9904017', '9904187', '9905020', '9905104', '9905226', '9906188', '9907088', '9907107', '9907216']"
9908164,"['9505054', '9712028', '9805183', '9901154', '9902029', '9902186']"
9908165,"['9307049', '9510135', '9602135', '9611050', '9701125', '9701137', '9702076', '9703040', '9708005', '9708042', '9711002', '9711200', '9802109', '9802150', '9802183', '9803015', '9803076', '9804058', '9805171', '9806155', '9807080', '9807164', '9808017', '9809057', '9811035', '9901101', '9902110', '9904095', '9905104', '9905174', '9905226', '9906030', '9906220']"
9908166,"['9611233', '9710230', '9711162', '9711165', '9803194', '9805019', '9805170', '9808141', '9809111', '9810188', '9812031', '9812219', '9901146', '9904207', '9905006', '9906109', '9907140', '9908142']"
9908167,"['9510017', '9603167', '9711200', '9803249', '9812117', '9902168', '9903226', '9905042', '9905111', '9906182', '9907051']"
9908168,"['9303177', '9910073']"
9908169,"['9504081', '9508143', '9508154', '9510017', '9510086', '9705225', '9801132']"
9908170,"['9205116', '9304067', '9703177', '9907042']"
9908171,"['9305068', '9401133', '9402032', '9407087', '9408099', '9409089', '9412184', '9508089', '9508143', '9509140', '9510017', '9510135', '9511080', '9602135', '9603083', '9604089', '9604166', '9607082', '9609026', '9611050', '9611100', '9612114', '9701093', '9701137', '9702076', '9702094', '9703040', '9704114', '9704145', '9705025', '9707133', '9708005', '9708042', '9710023', '9710151', '9711107', '9711200', '9712239', '9802109', '9802150', '9802183', '9802203', '9803015', '9803026', '9803117', '9803131', '9803135', '9803137', '9803171', '9803251', '9803265', '9804009', '9804023', '9804058', '9804083', '9804170', '9804199', '9805112', '9805129', '9805162', '9806021', '9806074', '9806095', '9807033', '9807090', '9807097', '9807098', '9807150', '9807206', '9808006', '9808020', '9808038', '9808061', '9808088', '9808146', '9808157', '9809057', '9809067', '9809179', '9810051', '9810154', '9810243', '9811035', '9811060', '9811152', '9811155', '9811156', '9811172', '9811257', '9812022', '9812089', '9901018', '9901128', '9901144', '9902022', '9902042', '9902047', '9902137', '9903007', '9903241']"
9908172,"['9503230', '9812197', '9907044', '9907168']"
9908173,"['9311108', '9804190', '9812190', '9903101']"
9908174,"['9602070', '9603142', '9707143', '9710208', '9711200', '9801030', '9905111', '9905210', '9906182', '9907209', '9908076', '9908104', '9908116']"
9908175,"['9409089', '9503124', '9512062', '9702076', '9703040', '9708005', '9711200', '9802109', '9802150', '9803131', '9805129', '9805156', '9805171', '9806021', '9806125', '9806128', '9806171', '9808016', '9808017', '9808079', '9808117', '9809106', '9810186', '9811035', '9811156', '9811208', '9812017', '9812089', '9901056', '9901101', '9902067', '9902074', '9902121', '9902125', '9902155', '9903029', '9903090', '9903109', '9903186', '9903203', '9903228', '9904013', '9904036', '9905081', '9905111', '9906081', '9906101', '9906175', '9906194', '9906210', '9906220', '9906234', '9908116']"
9908176,"['9310112', '9311062', '9312094', '9501144', '9503143']"
9908178,"['9610193', '9807069', '9808129', '9811053', '9811077', '9812090', '9905147', '9905215', '9907180']"
9908179,"['9604044', '9605187', '9805008', '9808153']"
9908180,"['9203051', '9412081', '9507006', '9511103', '9604048', '9606013', '9610243', '9612213', '9706114']"
9908181,"['9210149', '9302116', '9407182', '9411224', '9504067', '9611077', '9702100', '9703090', '9703200', '9710025', '9711184', '9801192', '9809062', '9810106', '9904139']"
9908182,"['9311120', '9503124', '9504155', '9506160', '9506194', '9508091', '9508094', '9510169', '9512089', '9604035', '9605085', '9708002', '9805170', '9808141', '9903012', '9905153']"
9908183,"['9812032', '9901021', '9905163']"
9908184,"['9201067', '9207040', '9304065', '9304149', '9706054', '9805197', '9907125']"
9908185,"['9210122', '9304133', '9309093', '9411134', '9509105', '9810105']"
9908186,"['9201007', '9510209', '9603133', '9603142', '9604090', '9805157', '9809147', '9905210', '9906064', '9906182', '9906204', '9907209', '9908076', '9908104', '9908116', '9910093']"
9908187,"['9406076', '9501144', '9608096', '9612078', '9701061', '9708120', '9904105', '9905038']"
9908188,"['9206106', '9302122', '9302136', '9312206', '9405109', '9405194', '9411080', '9411202', '9503140', '9505101', '9608143', '9608160', '9709154', '9803030', '9804013', '9807088', '9902084', '9907092']"
9908189,"['9204099', '9302033', '9302058', '9304102', '9404092', '9409089', '9501144', '9503205', '9511187', '9611041', '9705208', '9711200', '9712256', '9712258', '9804085', '9805171', '9806024', '9806194', '9809145', '9809164', '9812062', '9812216', '9902098', '9903169', '9903219', '9905002', '9905032', '9906191', '9906215', '9907057', '9907087']"
9908190,"['9609074', '9711191', '9905108', '9908075', '9908120']"
9908191,['9304011']
9908192,"['9204099', '9607164', '9612164', '9711200', '9802183', '9805087', '9805207', '9807080', '9808014', '9810201', '9811004', '9811139', '9905180', '9907166', '9908134']"
9908193,"['9406055', '9505053', '9505105', '9506126', '9507011', '9602022', '9602114', '9603150', '9603161', '9603170', '9604034', '9605053', '9605200', '9606086', '9606122', '9609070', '9609071', '9609122', '9611137', '9612188', '9701023', '9701162', '9701165', '9705104', '9705174', '9706093', '9706110', '9801057', '9802168', '9802194', '9802202', '9803224', '9807087', '9808159', '9811129', '9811168', '9811240', '9901009', '9903104', '9904054']"
9908194,['9406208']
9908195,"['9410243', '9806231', '9810236']"
9908196,"['9711200', '9802109', '9802150', '9803131', '9805129', '9806021', '9806125', '9806128', '9806171', '9809106', '9810186', '9810225', '9811120', '9811156', '9812121', '9901056', '9902067', '9908175']"
9908198,"['9504139', '9504147', '9511053', '9704102', '9802109', '9802150', '9811156', '9811208', '9812017', '9812089', '9902012', '9902074', '9902125', '9903029', '9903091', '9903109', '9904036', '9905200', '9906216']"
9908199,"['9207016', '9304155', '9310135', '9401139', '9403195', '9407087', '9408074', '9408099', '9410167', '9410237', '9411028', '9411102', '9411149', '9412184', '9412208', '9501068', '9503105', '9503124', '9504005', '9507112', '9508143', '9508154', '9510017', '9510028', '9510135', '9510169', '9510209', '9511030', '9511037', '9511038', '9511222', '9512062', '9601007', '9601029', '9601091', '9602043', '9602064', '9602088', '9603023', '9604034', '9604136', '9606187', '9607109', '9609239', '9610043', '9611050', '9611120', '9611137', '9611190', '9612121', '9612216', '9612254', '9701128', '9702018', '9702155', '9703166', '9704157', '9705046', '9705091', '9705105', '9705193', '9707131', '9708110', '9708119', '9708130', '9708169', '9709062', '9709192', '9709193', '9710112', '9711150', '9711200', '9712072', '9801182', '9802051', '9802109', '9802150', '9803026', '9803126', '9804065', '9804104', '9805074', '9805114', '9806018', '9806068', '9807096', '9807183', '9811131', '9811214', '9905111']"
9908200,"['9607073', '9710047', '9908015']"
9908201,"['9511030', '9512077', '9603167', '9604198', '9605150', '9605199', '9607202', '9612062', '9612126', '9708036', '9709072', '9711200', '9712230', '9802183', '9803214', '9804009', '9804184', '9805096', '9806159', '9807033', '9810243', '9901128', '9903124', '9905111', '9905173', '9905209', '9908020', '9908035', '9908125']"
9908202,"['9607203', '9706207', '9710231', '9711037', '9712072', '9907191']"
9908203,"['9206060', '9307045', '9312047', '9312118', '9312175', '9406207', '9503134', '9711002', '9809057', '9906052']"
9908204,"['9204083', '9205110', '9301042', '9305010', '9305079', '9305090', '9312104', '9402147', '9412236', '9509151', '9606082', '9702174', '9706089', '9707192', '9708036', '9709146', '9711108', '9802068']"
9908205,"['9902050', '9907009']"
9908206,['9407059']
9908207,"['9509022', '9511151']"
9908208,['9808190']
9908209,"['9602049', '9607112', '9607185', '9612008', '9612121', '9702052', '9703012', '9705011', '9706148', '9710180', '9711127', '9712017', '9805148', '9907011']"
9908210,"['9906135', '9906136']"
9909001,"['9201007', '9510209', '9602070', '9603133', '9603142', '9604090', '9906064', '9907209', '9908076', '9908116', '9908186']"
9909002,"['9303142', '9304111', '9305071', '9306016', '9311163', '9312010', '9401168', '9403184', '9410145', '9508061', '9508106', '9510158']"
9909003,"['0208020', '9507050', '9601038', '9607229', '9711201', '9712028', '9807076', '9807213', '9812158', '9904092', '9908023', '9908064', '9908072']"
9909004,"['9506026', '9610101', '9702049', '9802012', '9802049', '9802108', '9802191', '9803177', '9805168', '9905016', '9907139']"
9909005,"['9705040', '9711205', '9804011', '9905156', '9907022']"
9909006,"['9601039', '9805200', '9807024', '9811198']"
9909007,"['9602022', '9602049', '9604139', '9607112', '9612008', '9612121', '9612182', '9701117', '9711127', '9712004', '9712017', '9805148', '9806069']"
9909008,"['9303177', '9910073']"
9909009,"['9407137', '9504153', '9504154', '9811111']"
9909010,"['0208020', '9302099', '9311183', '9503207', '9506014', '9509080', '9603097', '9702093', '9707148', '9707160', '9708040', '9711201', '9712028', '9803141', '9804026', '9807011', '9810214', '9811035', '9904069', '9906055', '9906234', '9907054', '9907184', '9908064']"
9909011,"['9511068', '9601039', '9605158', '9712181', '9802154', '9905109']"
9909012,"['9408073', '9708097', '9711173', '9803073', '9809142']"
9909013,"['9409089', '9711200', '9802109', '9802150', '9803001', '9803002', '9805041', '9805114', '9808016', '9808017', '9809188', '9901076', '9901079', '9902121', '9903203', '9903228', '9906226']"
9909014,['9903044']
9909015,"['9301042', '9311055', '9408099', '9503163', '9603042', '9606136', '9607058', '9608111', '9612128', '9706089', '9706109', '9706141', '9707192', '9710222', '9711116', '9802033', '9802067', '9803142', '9806056', '9807166', '9901032', '9902134', '9905196', '9905217', '9906243', '9907206', '9910050']"
